engagement,procedural,procedural_question,question,weak_question,topic_intro,uids_str,committee_position,committee_position_next,committee_position_prev,pid,pid_next,pid_prev,simple_label,simple_label_next,simple_label_prev,text,text_next,text_prev,uid_next,uid_prev,uids,vid
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[10632586],Possible Chair,Not In Committee,Possible Chair,72,102367,103,Legislator,General Public,Legislator,"They will go ahead, we'll go ahead and through the panel and so okay, thanks.","Good afternoon, I'm Erica Murray. I'm the President and CEO of the California Association of Public Hospitals and Health Systems. I really appreciate that opportunity to speak before you. And I especially appreciate the staff's work in putting this together so we can all learn about this really important issue, so thank you. I have never used a PowerPoint in this room, so and I am not terribly technologically savvy, okay.","I've seen none, I'll go ahead and turn over to Dr. Wood, and we'll go on to the next section.",10632587,10632559,[10632586],23817
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[7206907],Member,Not In Committee,Chair,40,16689,12,Legislator,General Public,Legislator,Thank you Mr. Chairman.,"Two quick questions maybe for the representative from LA Ricks. The first is these networks don't ever tend to be finished. You're all As the growth of data, the growth of communications traffic in situations like this over time,","To the Committee, or Subcommittee, Mr. Hadley?",7206909,7214340,[7206907],7303
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[7206907],Member,Not In Committee,Chair,40,16689,12,Legislator,General Public,Legislator,Thank you Mr. Chairman.,"Two quick questions maybe for the representative from LA Ricks. The first is these networks don't ever tend to be finished. You're all As the growth of data, the growth of communications traffic in situations like this over time,","To the Committee, or Subcommittee, Mr. Hadley?",7206909,7214340,[7206907],7303
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[325340],Member,Not In Committee,Not In Committee,64,4053,3955,Legislator,General Public,General Public,Thank you Don. Thank you.,"Hi. Thank you for spending a long day with all of us. Like the previous speaker, I also cannot stand talking in front of people, so bear with me. My name is Mary Brett. I'm the Executive Director of a small not for profit agency in in the East Bay. We provide services, we provide ILS and supported living services.","In my organization, which is much smaller than some people that are sitting in the front-row, it's going to be of $49,200 increase when it goes to ten dollars an hour, just for my twelve exempt staff. So, then that puts me at $150,000 deficit. I really hope that people will consider those things. Thank you.",325342,324796,[325340],359
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"[12375237, 12375240]",Member,Not In Committee,Member,31,14856,31,Legislator,General Public,Legislator,"Thank you, Mr. Dababneh. Seeing no discussion or debate on the resolution, and without objection, we may take a voice vote. All those in favor say aye. Aye. Oppose say, nay. The ayes have it, the resolution is adopted., File item 52 is ACR56. Clerk will read.",Assembly Concurrent Resolution 56 by Assembly Member Reyes relative to sexual assault.,"Thank you Mr. Daly. Seeing no discussion or debate on the item, clerk will open the roll. All members vote who desire to vote. All members vote who desire to vote. All members vote who desire to vote.",12375241,12375221,"[12375237, 12375240]",26882
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[1639443],Vice-Chair,Not In Committee,Chair,57,6440,98,Legislator,General Public,Legislator,I'd like to move the bill.,Thank you.,Senator Anderson.,1639445,1639441,[1639443],1555
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[1639443],Vice-Chair,Not In Committee,Chair,57,6440,98,Legislator,General Public,Legislator,I'd like to move the bill.,Thank you.,Senator Anderson.,1639445,1639441,[1639443],1555
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[6148995],Member,Not In Committee,Member,31,15792,91,Legislator,Staff,Bill Author,"Thank you, Mr.Thurmond. Seeing no discussion or debate on the item, clerk will open the roll. All members vote who desire to vote. All members vote who desire to vote. All members vote who desire to vote. Clerk will close the roll, tally the vote. Aye 74, no 0. Measure passes. File item 136 AB 2492 for the purpose of amendment.",Assembly Bill 2492 with amendments by Assemblymember Alejo.,"In fact, many of the participants in this cemetery actually do do that. They take a long term lay away plan.",6149005,6148905,[6148995],6922
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,[1864315],Member,Not In Committee,Not In Committee,3,3036,3036,Legislator,LAO,LAO,"I think it's a little bit different when it's a mixed drink. And the other thing I would think would be really helpful information is a comparison of what our taxes are for alcohol, compared to other states. As I understand it, we're traditionally very, very low, compared to the 50 states.","It's very difficult to compare excise taxes for alcohol from one state to the other, state's tax them in different ways. But in general, the data I've seen indicates that California is in the lower half of states, and it varies by beverage. We have a very low wine tax rate. California's obviously a major wine producer.","I believe at the state level that would be a separate tax to be considered. On the excise tax, this is how the state taxes these beverages per gallon. But I'll look into that and provide your staff with additional information if needed.",1864323,1864309,[1864315],1768
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"[5551311, 5551313, 5551315, 5551319]",Member,Not In Committee,Member,59,3980,59,Legislator,State Agency Rep,Legislator,"That's what I'm wondering., He's absolutely correct, there was no reason to me to come up. Okay, thank you. Thanks, appreciate that. With that, if there's no other questions, I want to thank and excuse those members, of this panel who aren't on the next panel, which is all of you, so thank you all., And we will begin with Mr. Baier.","Thank you, Mr. Chair and members. My name is John Baier with the State's Auditor's Office, and actually my colleague, Kathleen Fullerton, will do our presenting for us. Okay.","Senator Allen, questions?",5551321,5551291,"[5551311, 5551313, 5551315, 5551319]",6703
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,[105620],Possible Chair,Not In Committee,Not In Committee,92,3195,3195,Legislator,State Agency Rep,State Agency Rep,We just had to count them.,"It was more than a count. It was sort of, how do you garner resources and work those resources together to get the people who need that assistance the most rapidly? So the rapid re-housing model, which is getting people into a stable environment as quickly as possible is a really big deal. And that is a matter of the state providing technical assistance and other resources in order for the local jurisdictions to coordinate their efforts accordingly.","Right. Previously, I was heading me California Housing Finance Agency, so I moved over.",105622,105574,[105620],103
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"[7549379, 7549381, 7549383, 7549387, 7549389, 7551982, 7551983]",Member,Not In Committee,Chair,64,21151,102,Legislator,General Public,Legislator,"Which is your fundamental right., I would say as we continue to talk about the correlation and relationships, it's the kind of conversations, as a sitting member of the Legislature, that I personally take offense to., In the Western Growers letter, the notion that Mr. Ross' connections with the UFW are long-standing and well known, as is his influence in the Legislature., Well, as we all are well aware, any number of special interests have a role to play to represent their special interests before the Legislature., And I find it very ironic that a letter written on the Western Growers letterhead suggests that, while we certainly know that the Western Growers have played a very strong, active role in supporting candidates, sitting members, opposing candidates, contributed dollars to independent expenditure committees., So it feels a little like throwing rocks at glass houses, to suggest that one consultant outweighs the amazing power that the Western Growers have over the political process in this Legislature., I think finally I would just say this whole notion of an expectation of a balance in your rulings is curious to me. Because as I read the role and responsibility of the ALRB, it's adjudicating according to the law.","Yes, ma'am.","Thank you, Mr. Vice Chair. Miss Mitchell?",7549393,7551901,"[7549379, 7549381, 7549383, 7549387, 7549389, 7551982, 7551983]",7431
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[938505],Member,Not In Committee,Member,64,7809,26,Legislator,LAO,Legislator,"Thank you very much. Concern will be duly noted. We'll move on to issue six, staffing adjustments for acute crisis units, budget requests, page 18 at the agenda.","Thank you, we're, right now have both the Northern Crisis Center and the Southern Crisis Center open. Fairview in the south accepted their first admission on April 6th, and Sonoma accepted their first admission on April 28th.",I'll move the recommendation.,938511,938455,[938505],934
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"[2638118, 2638122, 2638132]",Member,Not In Committee,Member,88,,31,Legislator,Unlabeled,Legislator,"Thank you Mr Speaker. I rise in opposition and want to take a moment to point out what I think is the economic illiteracy at the heart of this bill., We hear from the supporters, for example, from our good colleague from San Jose that if you if you can't afford this little increase we shouldn't be in business anyway, to paraphrase that comment., There's really an arrogance there. If you can't afford this bill it might in fact be because of the daily, the relentless, the bill after bill after bill, the drip after drip after drip of regulation that comes out of this house that makes it harder for you to hire people. It makes it harder for you to pay them. It makes it harder for you to earn a profit and actually stay in business. That may be why you can't afford this increase.",we hear from our friend from,"Mr Wagner, you are recognized.",2638142,2638116,"[2638118, 2638122, 2638132]",4199
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[5584870],Member,Not In Committee,Not In Committee,64,16076,6368,Legislator,General Public,General Public,"Thank you, next witness, one minute.","Chair Mitchell, members, my name is Chris Jensen, I'm with Resources for Independent Living, and","In 2009, SSI was 907, that was what, seven years ago. Now, it's being proposed to be 907 again. So, I think, we have problems because it should be above the 907 amount. So, please restore it, to a level that people can afford to have rent, food, and clothing. Thank you very much.",5584872,5584634,[5584870],6708
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"[733848, 733850]",Member,Not In Committee,Chair,60,4369,98,Legislator,General Public,Legislator,"You had pointed out that there was one very important reason for the use of the Criminal Grand Jury, and that was the concern that a witness, potentially a snitch would be fearful to step forward., Given the very narrow slice that this bill addresses, police involved shooting or excessive use of force by the officer that leads to death, that's very specific.",Yes.,Senator Leno and Senator Stone.,733852,733840,"[733848, 733850]",775
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,[586886],Not In Committee,Not In Committee,Not In Committee,67,8264,67,Legislator,General Public,Legislator,Just want to bring it all on you.,"Sure. Well, first off, we don't take positions on any sort of bills or policies in that sense.","Yes, thank you all for your presentations.",586888,586856,[586886],625
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[1163578],Member,Not In Committee,Member,104,8956,94,Legislator,Unlabeled,Legislator,"I just keep thinking anytime we can think of accomplishing several objectives, especially when we're faced with a dwindling water supply, and it may be able to leverage some of the dollars from other categories or option revenues? Anyway, something to think about.",Good point.,Yes go ahead.,1163586,1163546,[1163578],1133
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"[5551489, 5551491]",Member,Not In Committee,Member,59,3980,70,Legislator,State Agency Rep,Legislator,"Thank you. Appreciate the testimony from both the Auditor's office and the UC. What I would like to do, rather than go to questions immediately, is ask the Auditor's office, you have the material we were given by the UC, you've heard the testimony. I would like to give you an opportunity to rebut because it sounds like you all did a pretty poor job., And then to be fair, UC can come back and rebut what the Auditor's office tells us. So let's hear from-","I haven't seen their handouts, so I'll need to get a copy of that.","That's their argument, but I'm sure we'll have a robust discussion as we get to hear from everybody.",5551493,5551419,"[5551489, 5551491]",6703
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,[2474820],Member,Not In Committee,Chair,86,11742,23,Legislator,General Public,Legislator,"So, what I heard you say is that the limitations of our transmission infrastructure prevent us from regionally load bouncing to the degree we would like to and that's why we need to target geographically.","I think so. Though I'd go a little further. I think what you may be implying is a term that I just recently Learned, which is copper plating. Which is having a distribution transmission grid, where everything flows freely in every single direction, and that would be an ideal if you didn't care about costs.","We don't wanna say, oh, the answer is batteries, until, at least this is my belief, until we've seen what can really work. So we really need you to do a lot of scenarios. So we can understand the cost of the various options. So other questions or comment? And by the way, you both gave great presentations, and I've Learned a lot, so I really appreciate it. Go ahead, Mr. Obernolte.",2474824,2474778,[2474820],2856
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[2545304],Not In Committee,Not In Committee,Not In Committee,80,431,100,Legislator,General Public,Bill Author,Thank you so much. Witness in support.,Thank you Mr. Chairman and members.,Happy Women's Equality Day.,2545306,2545224,[2545304],4132
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[2545304],Not In Committee,Not In Committee,Not In Committee,80,431,100,Legislator,General Public,Bill Author,Thank you so much. Witness in support.,Thank you Mr. Chairman and members.,Happy Women's Equality Day.,2545306,2545224,[2545304],4132
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[3552888],Member,Not In Committee,Member,7,14856,45,Legislator,General Public,Legislator,"File Items 18-22 will pass and retain. File item 23, AB 661. The clerk will read.","Assembly Bill 661 by Assemblymember Mathis, an act relating to local government.","In the same way, colleagues, I rise in support of this measure. Growing good jobs is vital to our state, our economy, our college graduates. This is one piece to that end. I thank my colleague from Santee for his flexibility in working on this, but I think it's important to our jobs climate.",3569243,3552786,[3552888],4595
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[219270],Not In Committee,Not In Committee,Vice-Chair,23,3772,41,Legislator,General Public,Legislator,Thank you very much for your excellent testimony. We'll now hear from Deputy DA Paul Hora.,"Thank you Mr. Chairman and thank you to the Committee for having us. I'm here on behalf of District Attorney, Alameda County District Attorney Nancy O'Mally and I am Paul Hora, Assistant DA with the Alameda County DA office.  I think in short, I would say as a prosecutor I love evidence because evidence really, you know, drives the bus for me, so body cameras in that regard of course can provide valuable and excellent evidence in many cases. I've seen it with my own two eyes and heard with my own two ears and they can be excellent, and  the sooner I get it, the better. The sooner I get that evidence the better because it helps me make decisions about whether or not file charges in a criminal case. It can help me decide what charges to file in a criminal case.",Thank you very much appreciate your at your answers. Thank you Mr. Chairman.,219274,219172,[219270],230
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[5735041],Possible Chair,Not In Committee,Not In Committee,87,924,6440,Legislator,Unlabeled,General Public,"Thank you. And you have the last minute, sir.","Thank you Mr. Chair, Members of the Committee. Thank you for taking the time today to go over this. Ed Worley with National Rifle Association. I won't belabor the point of what you've heard today already, but one thing I will point out that was not pointed out by any of the proponents or opponents is the ballot measure is so poorly drafted that law enforcement rank and file are not exempt.","If we look at the UN's data on guns and homicide and we compare nation by nation, if you look at United States and you don't count any of the gun homicides, just take them at their word, all the gun homicides magically disappear if we get rid of the guns and look at our non-gun homicides, that's still higher per capita than almost every nation in Europe when you count their gun homicides and regular homicides. Furthermore-",5735045,5735021,[5735041],6755
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,[2937437],Not In Committee,Not In Committee,Not In Committee,23,4107,4107,Legislator,General Public,General Public,"It's not necessary, ma'am.","Also I faced discrimination from the nonprofit Counselors and Victims Compensation Program. What we need is a meaningful grievance process and expedient accountability process, for non profits providing services. You guys are all talking about making victims whole, yet there's only two of us present, and one of them was victimized 20 years ago or something. The service providers should be accountable. I was placed into what's a conversion therapy,",Hi. Thank you for allowing me the chance to speak. I'm a rank-and-file member of the Erotic Service Providers' Union.,2937438,2930164,[2937437],4408
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"[2913288, 2913290]",Not In Committee,Not In Committee,Member,13,14925,116,Legislator,General Public,Legislator,"So you're already there? Okay, good., San Bernardino doesn't have the people in San Bernardino that can actually qualify by writing the grants for many of the programs. And usually it is someone who's a larger entity that comes into San Bernardino and sets up the programs. So I understand what you're saying about, and I'm glad to here you're in San Bernardino.","As part of Casa, we fought really hard for that service provision because we understand that if that service is not provided, those veterans are not going to succeed. In the vast program nationwide, a significant number of those veterans are falling out, because there are not adequate support services. So taking that lesson, we were very insistent that a quality service provider be part of that project.",Mrs. Brown go ahead.,2913296,2913278,"[2913288, 2913290]",4394
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,[4107981],Not In Committee,Not In Committee,Member,23,20,10,Legislator,Bill Author,Legislator,Very good. the six week benefit pre-trial as well as post trial.,I ask for your aye vote. Thank you.,"And if you're able to make it to where it's just six weeks, then I could probably, so I'm probably going to abstain at this point until we're able to remedy, if you can remedy that then I'd be able to support it.",4107983,4107979,[4107981],5271
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[14653217],Member,Not In Committee,Chair,100942,55,20,Legislator,Bill Author,Legislator,"Good morning, Senator.",Good morning.,"Thank you, anyone else in opposition? Seeing none, I'll bring it back to the Committee. Questions, comments, Mr. Kiley?",14623379,14653216,[14653217],30059
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[12781139],Member,Member,Member,31,20,21,Legislator,Bill Author,Legislator,Mr. Stone.,"Thank you, Mr. Speaker. Juvenile adjudications, juvenile criminal trials, are a little different than adults and they use different terminology, but to put it into terminology of adult crimes, to make sure they understand the distinction here, if a child is determined to be guilty in a case, the current law allows automatic sealing of that record.","AB 1459 reminds us that when our men and women in Law Enforcement put on the uniform, they become immediately recognizable, and for those who intentionally do harm, that become targets. AB 1459 helps us remember these slain officers and their families give the ultimate sacrifice in the service of their communities. I respectively ask for your aye vote.",12747268,12781024,[12781139],27101
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[9303578],Member,Member,Member,31,22,43,Legislator,Bill Author,Legislator,"Thank you, Mr. Allen. All debate having ceased, Mr. McCarty you may close.","Thank you, Mr. Speaker. I wanted to close but, I also wanted to address the question for my colleague from North San Diego. County. This Bill is supported by our local Sacramento County officials, two of our County supervisors came to testify in support of this measure. I'm sorry it was not reflected in the analysis, and that gets to the cracks of the issue here, is that the fee structure, there's a $100 fee in state statute plus the fee from the DOJ for the background checks. You can have CPI index in there but we've found here in Sacramento because we have gone from 300 CCW permits per year to nearly 8,000.","Yeah, I think we talked a lot about efficiency in government. The fees that are in place are clearly enough and the reason we know that they are clearly enough is because the very institution, the very agency that is issuing this, the sheriffs are saying that they're enough and we know the cost increase through time. These can be increased with the California Consumer Price Index. So really what this is then, is an effort to slow down the issuance of CCWs in California by enacting a tax with no direct nexus to the cost. Per the agencies that are actually issuing these, the sheriffs, with that I urge a no vote.",9303581,9303574,[9303578],16349
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[9304948],Member,Member,Not In Committee,7492,87,2998,Legislator,Bill Author,General Public,Mr. Jones-Sawyer you're recognized.,"Thank you, Madam Speaker. AB 2013 is back for concurrence. The bill establishes a pilot project that would, within a group of counties, require a court to issue prompt, probable cause determination hearings for out-of-custody defendants charged with a misdemeanor.","Assembly bill 1997, by Assemblymember Mark Stone, an act relating to foster care.",9304949,9304933,[9304948],16339
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"[15518258, 15518259, 15518260]",Member,Member,Member,110,70,70,Legislator,Bill Author,Bill Author,"Senator Atkins., Thank you, Mr. Chairman. I just want to extend my thanks to the author, because this was an issue I had concerns about as well. So, this has been a lot of work, I appreciate the questions of my colleague, and I just want to say thank you for continuing to work on this., I think the two together are very important, and you kept your word, and so I just want to say thank you.","And I really look forward to the second we're ready, we're going to conjoin the bills and get this thing done, I really hope that day is coming soon.",Thank you.,15518261,15518257,"[15518258, 15518259, 15518260]",30345
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"[14643109, 14643113, 14643114, 14643115, 14643116]",Member,Not In Committee,Not In Committee,36368,112,2689,Legislator,Bill Author,General Public,"Very good, thank you Ms. Christianson. No other witnesses in support. Anyone in opposition? Seeing none. Members, questions, comments for the author?, I will make just a very brief comment having had direct experience with the MRCA's program when I was sitting on the Santa Monica Mountain's Conservancy. And when you work with the Canoga Recs and Parks District this notion of integrated sort of multi agency efforts is smart, and to me, it's the future of governance for the river. And this is sort of a model process that you're bringing forward here, so I really strongly support your approach., And especially this notion of getting the young people who have an equity stake in all this. Canoga Park is in the heart of my district, it is the headwaters of the LA River. And you're right, it is regarded as mostly a drainage ditch. But you look along those pathways where kids ride their bikes in the morning or a mom walks their dog or, people just go to get out of the heat of all the concrete everywhere and just you watch a few ducks go by and it changes your entire perspective. That nature can penetrate the valley and south LA and all the rest of it. So it's inspiring work, I'm excited you're doing it., And hopefully we can figure out long term funding source to actually put this all together. But I think there are a few vehicles moving that should be viable. So I would certainly entertain a motion. So moved. Very good, Senator Jackson, the motion would be due pass to Appropriations. With that allow you to close.","I respectfully ask for an aye vote so that we could have the River Rangers Program be part of the whole river and not just the northern part of the City of LA. And just creating equity across all those borders that the river passes, thank you.","We believe this would be a way to give the local people, who are impacted by this, some greater ability to respond. So we're eager to continue the conversation with Mr. Wood's office. We understand the goals behind this bill, and we believe there's more opportunity to address our concerns in public safety.",14643120,14643062,"[14643109, 14643113, 14643114, 14643115, 14643116]",30074
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,[12351939],Member,Not In Committee,Chair,50,67,118,Legislator,Bill Author,Legislator,"I just want to tell the author thank you for doing it, I'm surprised we haven't work on this before. This is something that's obviously very timely and I think your work with the Committee here and the Chairman on this to make sure we get these amendments in is something that will make it stronger bill. But I just want to thank you for working on this, and I look forward to partnering with you as it goes forward.",Thank you.,Thank you Mr Ridley-Thomas. Any questions or comments from Committee Members? Mr Dababneh.,12351942,13594775,[12351939],26806
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,[12586886],Member,Not In Committee,Not In Committee,11,1112,1112,Legislator,Lobbyist,Lobbyist,"Great, thank you very much.","So that was untenable. We did 1308 to fix that and if the same protections that we had in 1308 for out of hospital births were in this bill, that would be a great start.",Especially when somebody would be dropped off at the emergency department door. No information about the patient. No idea how long she'd been in labor. You literally could have the baby stuck in the birth canal.,12481130,12481128,[12586886],26934
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[3766397],Member,Member,Not In Committee,7,53,2998,Legislator,Bill Author,General Public,"Assemblymember Gonzalez, you may open.","Thank you, Mister Speaker, and members. AB 546 is back for concurrence. The amendments taken to Senate are clarifying and technical in nature. This bill has received unanimous bipartisan support, and I respectfully ask for an aye vote.",Assembly Concurrent Resolution 8 by Assemblymember Wood. Relative to Jesse D Pittman SO1 Navy Seal Memorial Bridge.,3766399,3766299,[3766397],4928
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[797632],Member,Not In Committee,Member,116,120,116,Legislator,Bill Author,Legislator,Your bill is out. Five - zero. Congratulations andThank you very much.,Thank you. Thank you for being here.,"Consent item is out. Let's go onto the next, let's see, who's, who's next?",797640,796280,[797632],836
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[13376777],Member,Member,Member,62,92,71,Legislator,Bill Author,Legislator,Senator Beall.,"Madam President I'm here to present SB 755, this establishes an important safeguard in our legal system for child victims of sexual assault. Victims must endure a long legal process and often feels like a continuation of the traumatic event. The current law has no parameters for these assessments that take place.",I respectfully ask for your aye vote.,13376778,13376774,[13376777],27542
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,[12396621],Member,Not In Committee,Chair,101332,41,114,Legislator,Bill Author,Legislator,"It just dawned on me. Years ago, I worked and did payroll implementations and software implementations for the DMV. And it seems to me that to have the DMV completely change the systems for one year overhaul is going to be very pricey. So, based upon that, I will not be supporting your bill.","Well, I appreciate your comments and I certainly respect the fact that you have some institutional knowledge with the DMV, however, it's 2017. And we can do a lot of really creative and wonderful things with technology and it doesn't cost a lot of money to do so. To change a form or to change the date at which one's driver's license would be expired is its not rocket science, it's pretty simple to do.",Any other questions of the Committee? Senator Curry?,12396624,12396619,[12396621],26896
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"[4799970, 4799988, 4799990]",Member,Member,Chair,112,80,12,Legislator,Bill Author,Legislator,"I want to thank the author for working on the issue of helping low income individuals who do not live in a disadvantaged community is, I think, important if we're going to discuss equity. Whether it's CalEnviroScreen or not, even with that, we don't always get equity and we see that with the first few rounds of money, what's going on even for disadvantaged communities. And I apologize, I haven't had a chance to look at all the language for this bill., But we could say now, we look at the first few rounds, we noticed that their system hasn't worked, because when you have the five most populated cities in the LA county getting the least money. It's not a system that works, and so today, it's not a reason to oppose the bill for me today, but it is a concern that I would like to see that we take seriously and try to address as this bill moves forward., I know you have many steps and lots of stakeholders in the other house to work with, but I will in the future Reserve my vote if we don't have that discussion. I think it's something that gets lost along the way in addition to the role communities. In addition to communities where you have more affluence, but you still have plenty of low income folks that should be coming into this.",There's already an Assembly bill 1532 which requires the Department of Finance to submit those annual reports to the Legislature on the status and the outcomes of the projects funded from the GGRF fund. The reports list and describe each individual project funded by GGRF.,I hope that we can continue to work on the transit. I do think that there needs to be some belt and suspenders. Changing the criteria by which we have allocated so much funds successfully to disadvantaged communities for transit should not be taken lightly and should have clarification in the bill. Miss Garcia.,4799994,4799966,"[4799970, 4799988, 4799990]",6209
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[11200169, 11200172]",Member,Not In Committee,Chair,80,100927,38,Legislator,Bill Author,Legislator,"Couple of a questions and a comment. One is how, I think it was already answered, I was going to ask you why do need a statewide goal if water agencies are all ready using desal as an option? Two, how do you account for the increased GHG emissions basically caused by desalinization since it's pretty energy intensive? The reason why I'm asking that, we just passed a bill, Bigelow's, based on the fact that his bill would actually decrease GHG emissions by, help making water move a little bit more efficiently, right? So, we're kind of having one bill that says that we're trying to, we passed it at the logic of decreasing GHG emissions. And now there's another bill before us that is actually going to cause GHG emissions to increase, so.","So, as to the first question, I think it's an aspirational goal. It's like a recycling goal for water recycling programs like the state passed in 2009. It doesn't mandate anything, there's no fiscal impact to the bill, it's simply aspirational. We're trying to give some wind in the sails, if you will, of local water districts and municipalities and other water producers that want to put desal as part of their portfolio.","Any questions from the Committee Members? I'll start to my right, Assemblymember Gomez, and Ms. Friedmand. Followed by",11239746,11200168,"{11200169, 11200172}",24218
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[293921, 293923, 293925]",Possible Chair,Not In Committee,Possible Chair,113,4034,113,Legislator,State Agency Rep,Legislator,"Just does to me off the top of my head., I worry about accountability. I worry about in-fighting. I mean, I want my agency to get all the dollars. You want your agency to get all the dollars., How does this all get worked out?","Certainly there's an overall accountability framework that you will be worked out, but there's also a fiscal incentive as well.",Doesn't this seem like a rather loose governance model to you?,293927,293917,"{293921, 293923, 293925}",324
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[15977122],Member,Not In Committee,Member,4657,7769,4657,Legislator,State Agency Rep,Legislator,"Yet I was listening in on one conference recently on Cal Channel where the growers were saying, wait a second, we're using software ourselves which tracks all of our cash really good detail. And so I was just wondering, Ms. Tong, I'm not familiar, is it like a Quicken or what are they using internally?","Yeah, we've heard some similar that a lot of these businesses, if they're more established, they have an internal tracking system. Quicken, more like bookkeeping type software. Actually, some of the industry folks that we have heard from","Since we're dealing in cash, it's hard to audit someone.",15977124,15977121,{15977122},30515
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[15151880],Member,Not In Committee,Member,96,67,96,Legislator,Bill Author,Legislator,"I did note that in the analysis, they said, generally, the studies were all bad, so they weren't very good. But I guess as someone who's trying to look at our evidence base, it sounds to me like the evidence is mixed at best, and not generally good at worst, so.","The most recent evidence that the district, and we've limited this bill to be a LAUSD specific proposal. We've time-limited it, we've referenced the requirement of reporting, not unsimilar to federal guidelines. We can check and see if the federal language is more supportive and","So I know there was reference made to a previous effort to look at single gender schools which sounds like it wasn't very successful. I mean, I guess the other question I'd have is that I know people cite, there are some studies on one site some say is enough but has anyone done a meta analysis and looked at the weight of the studies? I mean, not all studies are equal.",15151883,15151878,{15151880},30210
